"","@id","sample.samplingPoint","sample.samplingPoint.notation","sample.samplingPoint.label","sample.sampleDateTime","determinand.label","determinand.definition","determinand.notation","resultQualifier.notation","result","codedResultInterpretation.interpretation","determinand.unit.label","sample.sampledMaterialType.label","sample.isComplianceSample","sample.purpose.label","sample.samplingPoint.easting","sample.samplingPoint.northing"
"1","http://environment.data.gov.uk/water-quality/data/measurement/AN-1032478-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTA02","AN-MISCTA02","MISC.10KM SQ BARTON UPON HUMBER.....TA02",2000-05-09 13:30:00,"Nitrate-N","Nitrate as N","0117",NA,29.8,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",500000,420000
"2","http://environment.data.gov.uk/water-quality/data/measurement/AN-691505-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTM14","AN-MISCTM14","MISC.10KM SQ IPSWICH................TM14",2000-02-21 10:44:00,"Nitrate-N","Nitrate as N","0117",NA,2.27,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",610000,240000
"3","http://environment.data.gov.uk/water-quality/data/measurement/AN-692065-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTM14","AN-MISCTM14","MISC.10KM SQ IPSWICH................TM14",2000-02-21 10:53:00,"Nitrate-N","Nitrate as N","0117",NA,2.42,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",610000,240000
"4","http://environment.data.gov.uk/water-quality/data/measurement/AN-692067-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTM14","AN-MISCTM14","MISC.10KM SQ IPSWICH................TM14",2000-02-21 11:11:00,"Nitrate-N","Nitrate as N","0117",NA,5.17,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",610000,240000
"5","http://environment.data.gov.uk/water-quality/data/measurement/AN-689857-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-R01DUMP","AN-R01DUMP","MISCELLANEOUS UNCODED SAMPLES - LAB",2000-01-26 14:10:00,"Nitrate-N","Nitrate as N","0117",NA,1.19,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",500000,1
"6","http://environment.data.gov.uk/water-quality/data/measurement/AN-1035150-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-R02DUMP","AN-R02DUMP","MISCELLANEOUS UNCODED SAMPLES - LAB",2000-05-19 09:45:00,"Nitrate-N","Nitrate as N","0117",NA,3.72,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",500000,1
"7","http://environment.data.gov.uk/water-quality/data/measurement/AN-1035151-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-R02DUMP","AN-R02DUMP","MISCELLANEOUS UNCODED SAMPLES - LAB",2000-05-19 11:20:00,"Nitrate-N","Nitrate as N","0117",NA,3,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",500000,1
"8","http://environment.data.gov.uk/water-quality/data/measurement/AN-1035258-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-R02DUMP","AN-R02DUMP","MISCELLANEOUS UNCODED SAMPLES - LAB",2000-05-19 10:50:00,"Nitrate-N","Nitrate as N","0117",NA,1.71,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",500000,1
"9","http://environment.data.gov.uk/water-quality/data/measurement/AN-1027371-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/AN-R05DUMP","AN-R05DUMP","MISCELLANEOUS UNCODED SAMPLES - LAB",2000-03-15 11:00:00,"Nitrate-N","Nitrate as N","0117","<",0.1,NA,"mg/l","UNCODED",FALSE,"UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS)",500000,1
"10","http://environment.data.gov.uk/water-quality/data/measurement/MD-3417223-0117","http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50155","MD-50155","VALLEY BROOK D/S TAN HOUSE FARM",2000-05-15 14:30:00,"Nitrate-N","Nitrate as N","0117",NA,4.25,NA,"mg/l","UNCODED",FALSE,"ENVIRONMENTAL MONITORING (GQA & RE ONLY)",354290,209299
