,Crops,WQ
0,1007.4660340000005,0.06837399999999995
1,602.5213749,0.16037999999999997
2,767.4609117999994,0.1872900000000002
3,692.5266460999999,0.19151000000000004
4,706.8385579000001,0.19200000000000014
5,637.0205312000002,0.19308999999999985
6,748.0090800000004,0.19456000000000018
7,1283.2244885000014,0.1950000000000002
8,1099.209406400001,0.1950000000000002
9,1188.4750257000014,0.1950000000000002
10,1229.401129400002,0.1950000000000002
11,754.9917013000004,0.1950000000000002
12,621.0925739000002,0.19598000000000013
13,553.1095622,0.19600000000000012
14,569.790457,0.19600000000000012
15,1007.4233342999999,0.19600000000000012
16,1370.1330584000016,0.19600000000000012
17,315.52611709999996,0.19600000000000012
18,675.6970581999999,0.19600000000000012
19,1258.0666852000002,0.19600000000000012
20,779.4115815000006,0.19600000000000012
21,1280.0177040000015,0.19600000000000012
22,241.8234738000001,0.19600000000000012
23,264.572096,0.19600000000000012
24,683.7466618999996,0.19600000000000012
25,705.5766303000007,0.19600000000000012
26,975.0217020999995,0.19600000000000012
27,926.1000894000007,0.19600000000000012
28,1117.9600121,0.19600000000000012
29,479.64495659999966,0.19600000000000012
30,774.151691,0.19600000000000012
31,568.3864696999999,0.19600000000000012
32,996.4352202000003,0.19600000000000012
33,933.6070082999992,0.19600000000000012
34,519.4953653999997,0.19600000000000012
35,744.3123362,0.19600000000000012
36,935.9562879000006,0.19600000000000012
37,728.3548948000002,0.19600000000000012
38,566.3434947999997,0.19600000000000012
39,473.73668959999975,0.19600000000000012
40,787.9166971999996,0.19600000000000012
41,855.7513678000003,0.19600000000000012
42,624.3160671999999,0.1964299999999999
43,700.6288359000001,0.19999999999999962
44,653.8591013999999,0.2100900000000002
45,653.0118489,0.23362
46,500.7977500999999,0.25866999999999973
47,729.9217442000007,0.2876599999999999
48,1115.9765133999974,0.2994500000000005
49,1483.2104038999967,0.3000000000000005
50,1171.5095910999976,0.3000000000000005
51,1509.810439699997,0.3000000000000005
52,734.4780512999998,0.3077500000000001
53,469.6634364000001,0.34320000000000017
54,461.78056480000015,0.38116000000000017
55,973.5400432000021,0.39999999999999925
56,965.0853080000006,0.40526999999999935
57,622.0946399999997,0.43844000000000044
58,569.6305924000001,0.4820800000000007
59,840.2182337000012,0.49996
60,1198.121438199998,0.5
61,808.1172154000009,0.50491
62,791.3628806,0.5395899999999999
63,686.1583230999998,0.5856299999999997
64,1098.7153740000003,0.6041200000000004
65,668.5925825999999,0.6490599999999996
66,993.4229195999984,0.6955500000000017
67,885.3624178000006,0.71601
68,651.1591963000002,0.773520000000001
69,916.8126615000006,0.8090399999999995
70,775.1821517000003,0.8627900000000003
71,773.8165908000003,0.898980000000001
72,1270.204059500002,0.9000000000000008
73,894.8482776000004,0.91652
74,509.75269549999956,0.9687399999999999
75,357.6754444,0.9890100000000009
76,274.3952447999998,0.9940900000000014
77,289.51834400000007,0.9959399999999988
78,204.3670790999999,0.9959999999999988
79,324.295999,0.9959999999999988
80,180.91484750000006,0.9959999999999988
81,278.34290510000005,0.9959999999999988
82,295.88576340000003,0.9959999999999988
83,222.65454769999997,0.9959999999999988
84,1124.9173469999985,0.99898
85,707.3574247,1.0261000000000018
86,902.7508695999993,1.0864999999999982
87,737.9059748999997,1.1234000000000006
88,875.2499603,1.1851000000000007
89,598.4338236999998,1.2283
90,768.1729651,1.2898999999999987
91,568.0731308999999,1.3495000000000001
92,736.8946832,1.4114999999999995
93,744.4522046000001,1.4788999999999997
94,709.8928277999998,1.5361000000000014
95,776.3413101000001,1.5927999999999998
96,586.4303297999999,1.6596000000000006
97,761.2762628999996,1.7095999999999987
98,760.7421370999999,1.7867000000000013
99,737.3585083999996,1.8643999999999996
100,679.8570378999998,1.9341000000000017
101,902.5837227000002,1.9972999999999994
102,745.8377062999997,2.067899999999999
103,682.5308559999997,2.141999999999999
104,830.7351501000002,2.22325
105,742.2840731,2.3105
106,688.2018831000001,2.396999999999999
107,754.5165633000001,2.495309999999999
108,763.4028235000001,2.5844
109,731.9638921999998,2.665999999999998
110,728.8982817,2.7568000000000006
111,698.4882509999998,2.8598999999999988
112,769.9515739999997,2.9569000000000005
113,759.2642746999996,3.036399999999998
114,802.2496649000003,3.122399999999999
115,756.101848,3.217200000000001
116,772.5503113,3.2985000000000015
117,795.7608084999999,3.3738999999999977
118,609.2783208999998,3.4597000000000007
119,799.7809938,3.5433999999999966
120,803.0984737,3.644499999999999
121,713.3863250999998,3.7419
122,730.6667447,3.8394999999999997
123,725.1546646999997,3.932
124,853.9559353000003,4.017500000000001
125,803.4483788999995,4.103299999999997
126,684.5177223999998,4.191600000000003
127,745.2259543999999,4.2864
128,807.6245832000001,4.391200000000001
129,836.2278553000001,4.468800000000003
130,818.8485948000005,4.554899999999997
131,818.1886257000004,4.639400000000001
132,827.6108209000002,4.719300000000005
133,837.2450830999998,4.802199999999998
134,813.2008701,4.8763999999999985
135,850.1371650000006,4.9677000000000024
136,1004.0728074000004,5.073400000000005
137,808.5682901000004,5.166299999999996
138,829.8200999000001,5.254399999999996
139,928.1868727,5.352099999999998
140,985.1612320000005,5.4385
141,960.9000042000002,5.516799999999996
142,935.9855202,5.594100000000003
143,993.2947125999995,5.681199999999997
144,995.6851802000002,5.777900000000006
145,1073.6546642,5.863899999999996
146,1001.5516635000001,5.952500000000003
147,1020.5757131999995,6.040500000000006
148,920.8294201000003,6.140400000000008
149,960.4154081999998,6.243699999999991
150,987.2970049000002,6.3316
151,1035.4898888999999,6.428700000000005
152,965.7936350000001,6.535300000000004
153,917.5694758999999,6.627299999999988
154,1008.0730414,6.724699999999998
155,1025.0293861000002,6.821100000000002
156,904.1722422999998,6.918200000000017
157,922.2703382999997,6.999199999999991
158,970.4186696000004,7.091600000000002
159,977.5860800000005,7.192000000000003
160,959.6864064,7.289200000000009
161,1016.168689,7.387799999999996
162,1058.7510857000007,7.494499999999993
163,1052.9427419,7.594600000000001
164,1073.6592372999996,7.702400000000001
165,1065.0341421000003,7.8025000000000135
166,1101.9189228999999,7.922600000000012
167,1060.4054663,8.038200000000003
168,1199.4299925,8.150300000000001
169,1123.2934445,8.257999999999983
170,1120.9446990999998,8.384999999999987
171,1208.7988573999996,8.488399999999999
172,1118.1327083999997,8.6045
173,1140.4124985999997,8.716
174,1155.0144508999997,8.825500000000007
175,1161.1941926000002,8.925700000000013
176,1107.6265348999996,9.0334
177,1261.3074608,9.140699999999997
178,1104.2813946999997,9.240999999999998
179,1145.3845414999998,9.346599999999997
180,1151.2517293000003,9.460700000000001
181,1225.1186048999998,9.55300000000001
182,1208.3605314000001,9.649999999999999
183,1195.7632657000001,9.76759999999999
184,1146.0337937000004,9.890499999999985
185,1125.2859127999998,9.996100000000006
186,1307.2439793,10.125000000000021
187,1144.6682717999997,10.261999999999977
188,1255.5996603999995,10.386999999999984
189,1262.0810070000002,10.513000000000002
